card_code,store_name,store_address
02CA1516,ACCENT ON HEALTH,"18559 DEVONSHIRE ST, NORTHRIDGE, CA 91324"
02CA1606,SPROUTS FARMERS MKT #249,"15727 BERNARDO HGHTS PKWY, SAN DIEGO, CA 92128"
02CA1663,SPROUTS FARMERS MKT #466,"16576 GOLDEN VALLEY PKWY, LATHROP, CA 95330"
02CA1710,CLARKS NUTRITION CHINO,"PO BOX 1609, RIVERSIDE, CA 92502"
02CA1727,MERIT HOMEOPATHY,"16911 SAN FERNANDO MISSION BLVD, GRANADA HILLS, CA 91344"
02CA1740,SPROUTS FARMERS MKT #410,"655 S CGRAND AVE, GLENDORA, CA 91740"
02CA1746,NEW FRONTIERS FOOD MKT,"1984 OLD MISSION DR, SOLVANG, CA 93463"
02CA1750,SPROUTS FARMERS MKT #418,"1375 FOOTHILL BLVD, LA VERNE, CA 91750"
02CA1765,SPROUTS FARMERS MKT #420,"239 S DIAMOND BAR BLVD, DIAMOND BAR, CA 91765"
02CA1786,SPROUTS FARMERS MKT #281,"829 W. FOOTHILL BLVD, UPLAND, CA 91786"
02CA1796,HEALTHTIME NUTRITION CNTR,"940 6TH ST, LOS BANOS, CA 93635"
02CA1806,SANTA ROSA COMMUNITY MKT,"1899 MENDOCINO AVE, SANTA ROSA, CA 95401"
02CA1820,HEALTH UNLIMITED,"182 PELTON CENTER WAY, SAN LEANDRO, CA 94577"
02CA1841,LAZY ACRES MARKET #28,"1841 N WESTERN AVE, LOS ANGELES, CA 90027"
02CA1909,UNIVERSAL HERBS INC,"31909 HAYMAN STREET, HAYWARD, CA 94544"
02CA1926,WILD RIVERS MARKET,"450 M STREET, CRESCENT CITY, CA 95531"
02CA1942,FRAZIER FARMS LA MESA,"8401 FLETCHER PKWY, LA MESA, CA 91942"
02CA1942,FRAZIER FARMS - LA MESA,"8401 FLETCHER PARKWAY, LA MESA, CA 91942"
02CA1999,SPROUTS FARMERS MKT #237,"27271 LA PAZ RD STE B, LAGUNA NIGUEL, CA 92677"
02CA2000B,SPROUTS FARMERS MKT #263,"7905 GREENBACK LN, CITRUS HEIGHTS, CA 95610"
02CA2008,SPROUTS FARMERS MKT #239,"2618 EL CAMINO REAL, CARLSBAD, CA 92008"
02CA2050A,OLIVER'S MARKET WINDSOR,"1721 DITTY AVE, SANTA ROSA, CA 95403"
02CA2054,FRAZIER FARMS MARKET OCEANSIDE,"1820 OCEANSIDE BLVD, OCEANSIDE, CA 92054"
02CA2054,FRAZIER FARMS MARKET-OCEAN,"1820 OCEANSIDE BLVD, OCEANSIDE, CA 92054"
02CA2060,SPROUTS FARMERS MKT #206,"3775 ALTON PARKWAY, IRVINE, CA 92606"
02CA2084,SPROUTS FARMERS MKT #435,"1400 E VISTA WAY, VISTA, CA 92084"
02CA2101,SD DISCOUNT NUTRITION,"650 1ST AVE, SAN DIEGO, CA 92101"
02CA2103,LAZY ACRES,"915 E 230TH ST, CARSON, CA 90745"
02CA2109,SPROUTS FARMERS MKT #264,"15801 WHITTIER BLVD, WHITTIER, CA 90603"
02CA2117,SPROUTS FARMERS MKT #417,"3015 CLAIREMONT AVE, SAN DIEGO, CA 92117"
02CA2127,SPROUTS FARMERS MKT #409,"16415 PASEO DEL SUR, SAN DIEGO, CA 92127"
02CA2128,SPROUTS FARMERS MKT #213,"11710 CARMEL MOUNTAIN RD, SAN DIEGO, CA 92128"
02CA2141,SPROUTS FARMERS MKT #253,"510 WEST THIRTEENTH, ESCONDIDO, CA 92025"
02CA2171,SPROUTS FARMERS MKT #285,"915 N LA BREA AVE, LOS ANGELES, CA 90038"
02CA2211,DOWN TO EARTH NUTRITION,"3505 CUESTA DR, SAN JOSE, CA 95148"
02CA2305,HARVEST HOUSE,"2395 MONUMENT BLVD, CONCORD, CA 94520"
02CA2400,SPROUTS FARMERS MKT #234,"4439 GENESEE AVE, SAN DIEGO, CA 92117"
02CA2401,SPROUTS FARMERS MKT #262,"22401 OLD CANAL ROAD, YORBA LINDA, CA 92887"
02CA2452,CHAUTAUQUA NATURAL FOODS,"783 LOCUST ST, GARBERVILLE, CA 95542"
02CA2485,SPROUTS FARMERS MKT #246,"79-050 HIGHWAY 111, LA QUINTA, CA 92253"
02CA2508,SPROUTS FARMERS MKT #210,"475 E ALESSANDRO BLVD, RIVERSIDE, CA 92508"
02CA2545,SPROUTS FARMERS MKT #235,"2207 W FLORIDA AVE, HEMET, CA 92545"
02CA2583,SPROUTS FARMERS MKT #254,"9361 MISSION GORGE ROAD, SANTEE, CA 92071"
02CA2609,LASSENS 06-TO,"2150 E THOUSAND OAKS BLVD, THOUSAND OAKS, CA 91362"
02CA2625,MOTHERS MKT & KITCHEN CORONA DELMAR,"3049 E COAST HWY, CORONA DEL MAR, CA 92625"
02CA2626,NUGGET MARKET #8,"7101 ELK GROVE BLVD, ELKGROVE, CA 95758"
02CA2649,MOTHERS MARKET KITCHEN,"100 KALMUS DR, COSTA MESA, CA 92626"
02CA2651,SPROUTS FARMERS MKT #459,"43668 15TH ST WEST, LANCASTER, CA 93534"
02CA2668,H & L WORLD WIDE INC,"11103-11107 GARVEY AVE, EL MONTE, CA 91733"
02CA2805A,LASSENS 12-SL,"896 FOOTHILL BLVD, SAN LUIS OBISPO, CA 93405"
02CA2805A,LASSENS SAN OBISPO,"896 FOOTHILL BLVD, SAN LUIS OBISPO, CA 93405"
02CA2841,SPROUTS FARMERS MKT #446,"9848 CHAPMAN AVE, GARDEN GROVE, CA 92841"
02CA2865,SPROUTS FARMERS MKT #211,"1500 E VILLAGE WAY STE 2279, ORANGE, CA 92865"
02CA2875,NUGGET MARKET #5,"1040 FLORIN RD, SACRAMENTO, CA 95831"
02CA2886,BRISTOL FARMS,"18421 YORBA LINDA, YORBA LINDA, CA 92886"
02CA3003,SPROUTS FARMERS MKT #242,"27765 SANTA MARGARITA PKWY, MISSION VIEJO, CA 92691"
02CA3068,TC HERBS & HEALTH INC,"1328 W ARTESIA BLVD, GARDENA, CA 90248"
02CA3068A,KINGS HEALTH PRODUCTS,"6450 SEPULVEDA BLV #F, VAN NUYS, CA 91411"
02CA3094,SPROUTS FARMERS MKT #423,"6753 CARNELIAN ST, RANCHO CUCAMONGA, CA 91701"
02CA3105,BRISTOL FARMS #21,"915 E 230TH ST, CARSON, CA 90745"
02CA3109,BRISTOL FARMS #18,"3855 STATE ST, SANTA BARBARA, CA 93105"
02CA3117A,SPROUTS FARMERS MKT #412,"175 N FAIRVIEW AVE, GOLETA, CA 93117"
02CA3173,ELLIOTTS NATURAL FOODS,"3347 EL CAMINO AVENUE, SACRAMENTO, CA 95821"
02CA3186,SPROUTS FARMERS MKT #463,"615 COLEMAN AVE, SAN JOSE, CA 95110"
02CA3202,HARVEST HEALTH FOODS,"6985 SAN LUIS AVE, ATASCADERO, CA 93422"
02CA3240,FOLLOW YOUR HEART,"21825 SHERMAN WAY, CANOGA PARK, CA 91303"
02CA3356,NUGGET MARKET #12,"1414 E COVELL BLVD, DAVIS, CA 95616"
02CA3417,CLARKS NUTRITION RANCHO MIRAGE,"PO BOX 1609, RIVERSIDE, CA 92502"
02CA3432,LASSENS 05-SM,"1790 S BROADWAY, SANTA MARIA, CA 93454"
02CA3442,MIDDLE PATH MEDICINE,"180 W. LE POINT STE A, ARROYO GRANDE, CA 93420"
02CA3501,SPROUTS FARMERS MKT #460,"3535 PANAMA LANE, BAKERSFIELD, CA 93313"
02CA3528,QUINCY NATURAL FOODS,"269 MAIN ST, QUINCY, CA 95971"
02CA3530,OLIVER'S MARKET STONY POINT,"1721 DITTY AVE, SANTA ROSA, CA 95403"
02CA3535,SPROUTS FARMERS MKT #238,"17482 YORBA LINDA BLVD, YORBA LINDA, CA 92886"
02CA3559,PURE PRESSED JUICE INC,"10844 W OLYMPIC BLVD, LOS ANGELES, CA 90064"
02CA3612A,SPROUTS FARMERS MKT #405,"850 HERNDON AVE STE 103, CLOVIS, CA 93612"
02CA3640A,SPROUTS FARMERS MKT #228,"3315 ROSECRANS ST, SAN DIEGO, CA 92110"
02CA3680,SPROUTS FARMERS MKT #251,"39606 WINCHESTER RD, TEMECULA, CA 92591"
02CA3720,SPROUTS FARMERS MKT #273,"7477 N BLACKSTONE, FRESNO, CA 93720"
02CA3755,SPROUTS FARMERS MKT #419,"2400 LOS POSES RD STE A, CAMARILLO, CA 93010"
02CA38019,GREAT EARTH VITAMINS,"104 W FOOTHILL BLVD, GLENDORA, CA 91741"
02CA3969,SPROUTS FARMERS MKT #208,"12301 SEAL BEACH BLVD, SEAL BEACH, CA 90740"
02CA3970A,SPROUTS FARMERS MKT #269,"5205 PROSPECT ROAD, SUITE 153, SAN JOSE, CA 95129"
02CA4015,SPROUTS FARMERS MKT #276,"301 GELLERT BLVD, DALY CITY, CA 94015"
02CA4017,RAINBOW BRIDGE,"211 E MATILIJA ST., OJAI, CA 93023"
02CA4044,SPROUTS FARMERS MKT #473,"3501 S MOONEY BLVD UNIT 120, VISALIA, CA 93277"
02CA4067,AMA INTERNATIONAL LLC,"29317 VIA SOLANO, VALENCIA, CA 91354"
02CA4070,NATURALLY YOURS,"35234 HIGHWAY 41, COARSEGOLD, CA 93614"
02CA4070,NATURALLY YOURS     CW,"35234 HWY 41, COARSEGOLD, CA 93614"
02CA4070,NATURALLY YOURS,"710 GENEVA ST, LAKE GENEVA, WI 53147"
02CA4089A,SPROUTS FARMERS MKT #236,"1011 N SAN FERNANDO BLVD, BURBANK, CA 91504"
02CA4103,XTREME PERFORMANCE -ORMX!,"2239 YATES AVE, COMMERCE, CA 90040"
02CA4134,LAZY ACRES MARKET,"915 E 230TH STREET, CARSON, CA 90745"
02CA4200A,SPROUTS FARMERS MKT #267,"4408 DEL RIO ROAD, SACRAMENTO, CA 95822"
02CA4201,SPROUTS FARMERS MKT #220,"1012 SOUTH WESTLAKE BLVD, WESTLAKE VILLAGE, CA 91361"
02CA4227,SPROUTS FARMERS MKT #243,"120 W ONTARIO AVE, CORONA, CA 92882"
02CA4266,SPROUTS FARMERS MKT #450,"1524 S RIVERSIDE AVE, RIALTO, CA 92376"
02CA4274,SPROUTS FARMERS MKT #439,"24332 ROCKFIELD BLVD, LAKE FOREST, CA 92630"
02CA4373,SPROUTS FARMERS MKT #214,"600 W HILLCREST DR, THOUSAND OAKS, CA 91360"
02CA4410,LAZY ACRES MARKET INC,"302 MEIGS ROAD, SANTA BARBARA, CA 93109"
02CA4465,MARY MARLOWE INDEP.DISTRIBUTOR,"2000 CANTATA DR, LOS ANGELES, CA 90068"
02CA4505,ELK GROVE,"9647 E STOCKTON BLVD, ELK GROVE, CA 95624"
02CA4525,SPROUTS FARMERS MKT #448,"17950 MAGNOLIA ST, FOUNTAIN VALLEY, CA 92708"
02CA4560,SPROUTS FARMERS MKT #424,"6399 JARVIS AVE, NEWARK, CA 94560"
02CA4565,LOMA LINDA MARKET,"11161 ANDERSON ST, LOMA LINDA, CA 92354"
02CA4583,SPROUTS FARMERS MKT #278,"3181 CROW CANYON PLACE, SAN RAMON, CA 94583"
02CA4597,SPROUTS FARMERS MKT #259,"1530 GEARY ROAD, WALNUT CREEK, CA 94597"
02CA4600,NUGGET MARKET - NOVATO #16,"470 IGNACIO BLVD, NOVATO, CA 94949"
02CA4706A,SPROUTS FARMERS MKT #284,"1075 MONROE ST, ALBANY, CA 94706"
02CA4741,MOTHERS MARKET KITCHEN,"1890 NEWPORT BLVD, COSTA MESA, CA 92627"
02CA4747A,SPROUTS FARMERS MKT #224,"1327 ENCINITAS BLVD, ENCINITAS, CA 92024"
02CA4757,CLARKS NUTRITION RIVERSIDE,"PO BOX 1609, RIVERSIDE, CA 92502"
02CA4778,UKIAH NATURAL FOODS,"721 S STATE ST, UKIAH, CA 95482"
02CA4800,SONSHINE NUTRITION CTR,"6 NORTH SCHOOL STREET, LODI, CA 95240"
02CA4805,WILLIAMS NATURAL FOODS,"12249 SAN PABLO AVE, RICHMOND, CA 94805"
02CA4833,VITAMIN BARN-MALIBU,"23823 W MALIBU RD, MALIBU, CA 90265"
02CA4905,LAZY ACRES MARKET,"915 E 230TH STREET, CARSON, CA 90745"
02CA4916,PACIFIC FIESTA MARKET #14,"856 N SACRAMENTO ST STE C, LODI, CA 95240"
02CA4918,NATURWAY #1,"10309 SOUTH LAKEWOOD BLVD, DOWNEY, CA 90241"
02CA4925,NUGGET MARKET #15,"5627 PARADISE DR, CORTE MADERA, CA 94925"
02CA4930,S & S PRODUCE,"1924 MANGROVE AVE, CHICO, CA 95926"
02CA4952,SPROUTS FARMERS MKT #274,"401 KENILWORTH DR SUITE 1040, PETALUMA, CA 94952"
02CA5006,SPROUTS FARMERS MKT #232,"3358 GOVERNOR DRIVE, SAN DIEGO, CA 92122"
02CA5034,SPROUTS FARMERS MKT #478,"14411 HAWTHORNE BLVD, LAWNDALE, CA 90260"
02CA5095,AUBURN NUTRITION,"13112 LINCOLN WAY, AUBURN, CA 95603"
02CA5098,MOTHERS MARKET KITCHEN,"5759 E SANTA ANA CANYON RD, ANAHEIM, CA 92807"
02CA5111,HIGH COUNTRY HLTH FOODS,"PO BOX 187, MARIPOSA, CA 95338"
02CA5131,VITAMIN CITY #2,"642 W ARROW HWY, SAN DIMAS, CA 91773"
02CA5229,BRISTOL FARMS #03,"1570 ROSECRANS AVE, MANHATTAN BEACH, CA 90266"
02CA5242,SPROUTS FARMERS MKT #431,"250 E HARNEY LN, LODI, CA 95242"
02CA5260,SPROUTS FARMERS MKT #433,"1771 E CAPITOL EXPWY, SAN JOSE, CA 95121"
02CA5356,SPROUTS FARMERS MKT #440,"13984 LIMONITE AVE, EASTVALE, CA 92880"
02CA5359,NATURES FOOD CENTER,"360 LAKEPORT BLVD, LAKEPORT, CA 95453"
02CA5360,SPROUTS FARMERS MKT #429,"16964 S HIGHLAND AVE, FONTANA, CA 92336"
02CA5476,SONOMA MARKET,"PO BOX 366, GLEN ELLEN, CA 95442"
02CA5479,NUGGET MARKET #1,"157 MAIN ST, WOODLAND, CA 95695"
02CA5519,EUREKA NATURAL FOODS MCKINLEYVILLE,"2165 CENTRAL AVE, MCKINLEYVILLE, CA 95519"
02CA5630,SPROUTS FARMERS MKT #414,"905 E BIDWELL ST, FOLSOM, CA 95630"
02CA5633,FELTON NUTRITION CENTER,"6239 GRAHAM HILL ROAD, FELTON, CA 95018"
02CA5648,SPROUTS FARMERS MKT #428,"115 FERRARI RANCH RD, LINCOLN, CA 95648"
02CA5661,SPROUTS FARMERS MKT #408,"2030 DOUGLAS BLVD STE 9, ROSEVILLE, CA 95661"
02CA5669,CONES HEALTH FOODS,"8200 STOCKDALE HWY, BAKERSFIELD, CA 93311"
02CA5682,NUGGET MARKET,"3333 COACH LANE, CAMERON PARK, CA 95682"
02CA5691,NUGGET MARKET #6,"2000 TOWN CENTER PLAZA, W SACRAMENTO, CA 95691"
02CA5710,SPROUTS FARMERS MKT #467,"7925 ATLANTIC AVE, CUDAHY, CA 90201"
02CA5730,SPROUTS FARMERS MKT #245,"7355 DAY CREEK BLVD, RNCHO CUCAMONGA, CA 91739"
02CA5738,GREENS NUTRITION CENTER,"1906 PACIFIC AVE, STOCKTON, CA 95204"
02CA5834,SPROUTS FARMERS MKT #422,"2810 DEL PASO RD, SACRAMENTO, CA 95834"
02CA5879,HARVEST AT MENDOSAS,"PO BOX 165, MENDOCINO, CA 95460"
02CA5936,GOOD AND HEALTHY,"200 EUREKA SQ, PACIFICA, CA 94044"
02CA6003,SPROUTS FARMERS MKT #436,"1401 HILLTOP DR, REDDING, CA 96003"
02CA6027,EUREKA CO-OP,"25 4TH ST, EUREKA, CA 95501"
02CA6114,VP DISCOUNT #01-N HOLLYWD,"13055 VICTORY BLVD., N. HOLLYWOOD, CA 91606"
02CA6123A,N101,"6252 ROMAINE ST, LOS ANGELES, CA 90038"
02CA6155,ALCHEPHARMA NATURALS,"1140 E CLARK AVE #120, SANTA MARIA, CA 93455"
02CA6321,COMPLETE HEALTH STORE,"1756 NORTH RIVERSIDE AVE, RIALTO, CA 92376"
02CA6321,COMPLETE HEALTH STORE,"1756 N RIVERSIDE AVE, RIALTO, CA 92376"
02CA6325,EUREKA NATURAL FOODS,"1450 BROADWAY, EUREKA, CA 95501"
02CA6365,PIPING ROCK HEALTH PROD LLC,"3900 VETERANS MEM HWY STE 200, BOHEMIA, NY 11716"
02CA6411,VITAMIN CITY,"6247 E SPRING ST, LONG BEACH, CA 90808"
02CA6434A,SPROUTS FARMERS MKT #299,"878 EASTLAKE PKWY STE 1410, CHULA VISTA, CA 91914"
02CA6473,SPROUTS FARMERS MKT #255,"21821 VENTURA BLVD, WOODLAND HILLS, CA 91364"
02CA6667,MOTHERS MARKET KITCHEN,"19770 BEACH BLVD, HUNTINGTON, CA 92648"
02CA6667A,MOTHERS MARKET KITCHEN,"2963 MICHELSON DR, IRVINE, CA 92612"
02CA6667B,MOTHER'S MARKET,"24165 PASEO DE VALENCIA, LAGUNA WOODS, CA 92653"
02CA6667C,MOTHER'S MARKET & KITCHEN,"151 E MEMORY LN, SANTA ANA, CA 92705"
02CA6789A,BJS HEALTH FOODS,"12125 BALSAM RD, VICTORVILLE, CA 92395"
02CA6789A,BJ'S HEALTH FOODS   FRASH,"12125 BALSAM RD, VICTORVILLE, CA 92395"
02CA6900C,NUGGET MARKET,"130 BROWNS VALLEY PKWY, VACAVILLE, CA 95688"
02CA6945,SPROUTS FARMERS MKT #203,"149 S LAS POSAS RD, SAN MARCOS, CA 92078"
02CA6945A,SPROUTS FARMERS MKT #204,"4230 PACIFIC COAST HWY, TORRANCE, CA 90505"
02CA6990,LASSENS 01-VT,"4071 E MAIN ST, VENTURA, CA 93003"
02CA6990A,LASSENS 04-BK,"4308 CALIFORNIA AVE, BAKERSFIELD, CA 93309"
02CA7000C,HARVEST MARKET,"171 BOATYARD DR, FORT BRAGG, CA 95437"
02CA7028,SPROUTS FARMERS MKT #222,"1515 HAWTHORNE BLVD, REDONDO BEACH, CA 90278"
02CA7073,SPROUTS FARMERS MKT #432,"1041 HELEN POWER DR, VACAVILLE, CA 95687"
02CA7123,OLIVER'S MARKET MONTECITO,"1721 DITTY AVE, SANTA ROSA, CA 95403"
02CA7162,"CALIFORNIA FRESH BRANDS PISMO, LLC","555 FIVE CITIES DR, PISMO BEACH, CA 93449"
02CA7162A,SPROUTS FARMERS MKT #421,"560 W STUART AVE, REDLANDS, CA 92374"
02CA7172,SPROUTS FARMERS MKT #453,"1430 E MAIN ST, WOODLAND, CA 95776"
02CA7175,FRAZIER FARMS,"225 VISTA VILLAGE DR #2, VISTA, CA 92083"
02CA7248,SPROUTS FARMERS MKT #283,"2060 EL CAMINO REAL, SANTA CLARA, CA 95050"
02CA7274,SPROUTS FARMERS MKT #250,"471 COLLEGE BLVD, OCEANSIDE, CA 92057"
02CA7360,SPROUTS FARMERS MKT #298,"690 3RD STREET, CHULA VISTA, CA 91910"
02CA7394,VITAMIN ADVENTURE #3,"3017 TRAVIS BLVD, FAIRFIELD, CA 94534"
02CA7394,VITAMIN ADVENTURE,"3017 TRAVIS BLVD, FAIRFIELD, CA 94534"
02CA7418,SPROUTS FARMERS MKT #252,"820 NORTH WESTERN AVE, SAN PEDRO, CA 90732"
02CA7426,NEW MOON NATURAL FOODS,"11357 DONNER PASS RD, TRUCKEE, CA 96161"
02CA7426A,NEW MOON #2,"11357 DONNER PASS RD, TRUCKEE, CA 96161"
02CA7510,SPROUTS FARMERS MKT #437,"1302 S LA BREA, LOS ANGELES, CA 90019"
02CA7549,SPROUTS FARMERS MKT #447,"24101 HEMLOCK AVE, MORENO VALLEY, CA 92557"
02CA7575,SPROUTS FARMERS MKT #265,"1700 MCHENRY BLVD, MODESTO, CA 95350"
02CA7688,SPROUTS FARMERS MKT #279,"3001 BROADWAY, OAKLAND, CA 94611"
02CA7696,LASSENS 02-SB,"5154 HOLLISTER AVE, SANTA BARBARA, CA 93111"
02CA7714,CLARKS LOMA LINDA,"PO BOX 1609, RIVERSIDE, CA 92502"
02CA7722,SPROUTS FARMERS MKT #225,"4630 PALM AVE, LA MESA, CA 91941"
02CA7778,GRASS ROOTS NATURAL FDS,"2030 DUNLOP, SO LAKE TAHOE, CA 96150"
02CA7799,NUGGET MARKET #7,"771 PLEASANT GROVE BLVD, ROSEVILLE, CA 95678"
02CA7851,SPROUTS FARMERS MKT #229,"13536 POWAY ROAD, POWAY, CA 92064"
02CA7873,SUNSHINE HEALTH FOOD,"415 MORRO BAY BLVD, MORRO BAY, CA 93442"
02CA7900,SPROUTS FARMERS MKT #231,"659 LOMAS SANTA FE DR, SOLANA BEACH, CA 92075"
02CA7980,LASSENS 11-LB,"710 S LA BREA AVE, LOS ANGELES, CA 90036"
02CA7980,LASSENS WILSHIRE/LABREA,"710 S.LABREA AVE., LOS ANGELES, CA 90036"
02CA8111,SPROUTS FARMERS MKT #401,"1300 PINOLE VALLEY RD, PINOLE, CA 94564"
02CA8200,SPROUTS FARMERS MKT #227,"1260 GARNET AVE, SAN DIEGO, CA 92109"
02CA8251,SPROUTS FARMERS MKT #202,"152 N 2ND ST, EL CAJON, CA 92021"
02CA8255,NATURE'S HEALTH FOOD & CAFE,"PO BOX 5798, PALM SPRINGS, CA 92264"
02CA8266,LASSENS 03-OX,"3471 SAVIERS, OXNARD, CA 93033"
02CA8287,SPROUTS FARMERS MKT #226,"4175 PARK BLVD, SAN DIEGO, CA 92103"
02CA8290,THE NATURAL ALTERNATIVE NUTRITION CENTER,"1213 PINE STREET, PASO ROBLES, CA 93446"
02CA8330,RAINBOW ACRES,"13208 WASHINGTON BLVD, LOS ANGELES, CA 90066"
02CA8330,RAINBOW ACRES,"13208 W WASHINGTON BLVD, LOS ANGELES, CA 90066"
02CA8330,RAINBOW ACRES      RE/CW,"13208 W. WASHINGTON BLVD., LOS ANGELES, CA 90066"
02CA8411,PACIFIC HEALTH FOODS,"944 LINDEN AVE, CARPINTERIA, CA 93013"
02CA8479,TOWER HEALTH,"1130 N FULTON ST, FRESNO, CA 93728"
02CA8535,STAFF OF LIFE,"1266 SOQUEL AVE, SANTA CRUZ, CA 95062"
02CA8591,SUNRISE NATURAL FOODS,"1950 DOUGLAS BLVD, ROSEVILLE, CA 95661"
02CA8606,BRISTOL FARMS STORE #14,"915 EAST 230TH ST, CARSON, CA 90745"
02CA8661,ANDYS MARKET,"PO BOX 870, SEBASTOPOL, CA 95473"
02CA8686,SPROUTS FARMERS MKT #233,"3205 LEMON GROVE AVE, LEMON GROVE, CA 91945"
02CA8714,SPROUTS FARMERS MKT #270,"1130 BRANHAM LANE, SAN JOSE, CA 95118"
02CA8760,SPROUTS FARMERS MKT #256,"3011 EL CAMINO REAL, TUSTIN, CA 92782"
02CA8787,ARTESIAN NATURAL FOODS,"145 LINCOLN CTR, STOCKTON, CA 95207"
02CA8881,NEW HIGH HERBS AND TEA,"715 NEW HIGH ST STE B, LOS ANGELES, CA 90012"
02CA8902,CO OPPORTUNITY SANTA MONICA,"1525 BROADWAY, SANTA MONICA, CA 90404"
02CA8916,SPROUTS FARMERS MKT #416,"2634 GATEWAY RD, CARLSBAD, CA 92009"
02CA8919,NEW EARTH MARKET CHICO,"864 E AVE, CHICO, CA 95926"
02CA8957,SPROUTS FARMERS MKT #280,"10650 STOCKDALE HWY SUITE 400, BAKERSFIELD, CA 93311"
02CA8973,SUNRISE NATURAL FOODS,"2160 GRASS VALLEY HWY, AUBURN, CA 95603"
02CA9002A,THE BEE HIVE,"PO BOX 4369, WHITTIER, CA 90602"
02CA9040,SPROUTS FARMERS MKT #260,"4253 WOODRUFF AVE, LAKEWOOD, CA 90713"
02CA9065,SPROUTS FARMERS MKT #451,"11522 ALONDRA BLVD, NORWALK, CA 90650"
02CA9101,SPROUTS FARMERS MKT #257,"400 W HUNTINGTON DR, MONROVIA, CA 91016"
02CA9200,RAINBOW GROCERY INC,"1745 FOLSOM ST, SAN FRANCISCO, CA 94103"
02CA9221,SPROUTS FARMERS MKT #468,"74895 US HIGHWAY 111, INDIAN WELLS, CA 92210"
02CA9276,SIMPLY NUTRITION,"855 TWELVE BRIDGES DR STE 155, LINCOLN, CA 95648"
02CA9282,SPROUTS FARMERS MKT #209,"735 E BIRCH ST, BREA, CA 92821"
02CA9287,LASSENS 07-SV,"2955 COCHRAN ST STE A4, SIMI VALLEY, CA 93065"
02CA9287,LASSENS SIMI VALLEY,"2955 COCHRAN ST, SIMI VALLEY, CA 93065-2791"
02CA9300,SPROUTS FARMERS MKT #415,"4870 TELEPHONE RD, VENTURA, CA 93003"
02CA9501,OLIVER'S MARKET COTATI,"1721 DITTY AVE, SANTA ROSA, CA 95403"
02CA9561,SPROUTS FARMERS MKT #207,"14945 HOLT AVE, TUSTIN, CA 92780"
02CA9595,SPROUTS FARMERS MKT #230,"8211 LAGUNA BLVD, ELK GROVE, CA 95758"
02CA9760,HEALTHWAYS,"535 EAST BIXBY ROAD, LONG BEACH, CA 90807"
02CA9787,SPROUTS FARMERS MKT #438,"2753 E EASTLAND DR, WEST COVINA, CA 91791"
02CA9999B,SPROUTS FARMERS MKT #240,"3030 HARBOR BLVD #D, COSTA MESA, CA 92626"
02CO0010,SPROUTS FARMERS MKT #305,"1150 S IRONTON ST UNIT 130, AURORA, CO 80012"
02CO0015,SPROUTS FARMERS MKT #306,"20831 E SMOKY HILL RD, CENTENNIAL, CO 80015"
02CO0033,SPROUTS FARMERS MKT #326,"3725 KIPLING ST, WHEAT RIDGE, CO 80033"
02CO0033A,NG VITAMIN COTTAGE WR U097,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02CO0104,NG VITAMIN COTTAGE CR U035,"4510 TRAIL BOSS DR, CASTLE ROCK, CO 80104"
02CO0108,SPROUTS FARMERS MKT #307,"5650 ALLEN WAY, CASTLE ROCK, CO 80108"
02CO0111,SPROUTS FARMERS MKT #317,"8557 E ARAPAHOE RD STE B, GREENWOOD VILLAGE, CO 80112"
02CO0124,SPROUTS FARMERS MKT #309,"10018 COMMONS ST, LONE TREE, CO 80124"
02CO0164,NG VITAMIN COTTAGE ED U002,"5231 LEETSDALE DR, DENVER, CO 80246"
02CO0203,NG VITAMIN COTTAGE CW U078,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02CO0209,NG VITAMIN COTTAGE DD U140,"368 S BROADWAY, DENVER, CO 80209"
02CO0212,NG VITAMIN COTTAGE TN U108,"3825 TENNYSON ST, DENVER, CO 80212"
02CO0303,SPROUTS FARMERS MKT #304,"2950 BASELINE RD, BOULDER, CO 80303"
02CO0320,SPROUTS FARMERS MKT #320R,"8555 W BELLEVIEW AVE, DENVER, CO 80123"
02CO0335,FARMERS FRESH MARKET,"P O BOX 347, IGNACIO, CO 81137"
02CO0401,NG VITAMIN COTTAGE GD U090,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02CO0433,NG VITAMIN COTTAGE CF U105,"27101 MAIN ST, CONIFER, CO 80433"
02CO0448,NG VITAMIN COTTAGE MU U022,"1216 W. BAPTIST RD, COLORADO SPRINGS, CO 80921"
02CO0487,NG VITAMIN COTTAGE SB U059,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02CO0528,SPROUTS FARMERS MKT #303,"4345 CORBETT DR, FORT COLLINS, CO 80525"
02CO0537,NG VITAMIN COTTAGE LD U172,"745 NORTH LINCOLN AVE, LOVELAND, CO 80537"
02CO0538,SPROUTS FARMERS MKT #330,"1440 E LINCOLN AVE, LOVELAND, CO 80538"
02CO0601,NG VITAMIN COTTAGE BR #U170,"903 S 8TH AVE, BRIGHTON, CO 80601"
02CO0601,NG VITAMIN COTTAGE BR U170,"903 S 8TH AVE, BRIGHTON, CO 80601"
02CO0634,SPROUTS FARMERS MKT #308,"4759 W 29TH STREET UNIT B, GREELEY, CO 80634"
